City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
234,Nalut,LY,2022-01-21 21:04:39,30.3333,10.85,50.41,38,32,5.97
235,Asfi,MA,2022-01-21 21:12:29,32.2994,-9.2372,59.63,59,90,16.02
236,Provideniya,RU,2022-01-21 21:12:29,64.3833,-173.3,4.23,96,100,15.17
237,Genoa,IT,2022-01-21 21:12:30,44.4129,8.9573,46.47,61,0,4.0
238,Gamba,GA,2022-01-21 21:04:44,-2.65,10.0,77.04,90,99,8.1
239,Wiwili,NI,2022-01-21 21:12:30,13.6268,-85.8254,85.98,47,40,11.03
240,Czarnkow,PL,2022-01-21 21:12:30,52.9021,16.5641,34.56,93,92,13.71
241,Fortuna,US,2022-01-21 21:12:30,40.5982,-124.1573,58.93,76,0,1.99
242,Xinglongshan,CN,2022-01-21 21:12:31,43.9561,125.4661,2.16,81,100,3.71
243,Japura,ID,2022-01-21 21:12:31,-0.3167,102.35,72.88,97,100,0.74
244,Soyo,AO,2022-01-21 21:12:31,-6.1349,12.3689,77.76,79,88,9.8
245,Santa Isabel Do Rio Negro,BR,2022-01-21 21:12:32,-0.4139,-65.0192,79.45,94,100,1.1
246,Pavlodar,KZ,2022-01-21 21:12:32,52.3,76.95,-11.4,84,0,8.95
247,Nkhotakota,MW,2022-01-21 21:12:32,-12.9274,34.2961,73.38,81,72,8.63
248,Vangaindrano,MG,2022-01-21 21:12:33,-23.35,47.6,72.91,92,82,2.44
249,Torbay,CA,2022-01-21 21:03:27,47.6666,-52.7314,26.76,89,100,11.5
250,Bathsheba,BB,2022-01-21 21:12:33,13.2167,-59.5167,81.21,61,40,24.16
251,Bambous Virieux,MU,2022-01-21 21:12:33,-20.3428,57.7575,82.65,89,40,18.41
252,Kruisfontein,ZA,2022-01-21 21:12:34,-34.0033,24.7314,74.88,92,11,3.15
253,Valdivia,CL,2022-01-21 21:12:34,-39.8142,-73.2459,69.89,54,36,7.14
254,Vanavara,RU,2022-01-21 21:12:34,60.34,102.2797,-15.16,100,100,2.82
255,Egvekinot,RU,2022-01-21 21:12:34,66.3167,-179.1667,-12.66,69,4,22.28
256,Jagadhri,IN,2022-01-21 21:12:35,30.1667,77.3,52.43,71,46,6.98
257,Tastur,TN,2022-01-21 21:12:35,36.5513,9.4431,45.03,87,21,4.18
258,Biltine,TD,2022-01-21 21:07:48,14.5333,20.9167,67.87,15,0,7.05
259,Chernyanka,RU,2022-01-21 21:12:35,50.9409,37.8069,23.36,91,98,15.41
260,Preobrazheniye,RU,2022-01-21 21:12:36,42.9019,133.9064,15.57,48,11,5.01
261,Wilmington,US,2022-01-21 21:07:37,34.2257,-77.9447,31.86,86,100,13.8
262,Port Hawkesbury,CA,2022-01-21 21:12:36,45.6169,-61.3485,21.18,80,100,8.01
263,Viru,PE,2022-01-21 21:12:36,-8.4167,-78.75,69.1,60,100,10.18
264,Sahuaripa,MX,2022-01-21 21:12:37,29.05,-109.2333,71.29,29,0,3.56
265,Concepcion De Buenos Aires,MX,2022-01-21 21:12:37,19.9667,-103.2667,62.92,29,100,10.51
266,Bonavista,CA,2022-01-21 21:12:37,48.6499,-53.1147,25.12,72,100,18.7
267,San Patricio,US,2022-01-21 21:12:38,28.017,-97.5169,53.69,35,79,9.46
268,Fort Smith,US,2022-01-21 21:10:00,35.3859,-94.3986,37.44,33,0,4.0
269,Victor Harbor,AU,2022-01-21 21:13:38,-35.5667,138.6167,79.47,48,100,13.91
270,Anqiu,CN,2022-01-21 21:13:38,36.4342,119.1925,29.21,73,94,3.11
271,Pangnirtung,CA,2022-01-21 21:13:39,66.1451,-65.7125,-28.86,91,71,5.41
272,Vila Do Maio,CV,2022-01-21 21:04:45,15.1333,-23.2167,72.39,79,100,12.8
273,Krasnoarmeysk,RU,2022-01-21 21:13:39,51.0239,45.6969,16.07,95,100,13.67
274,Kitimat,CA,2022-01-21 21:13:39,54.0524,-128.6534,42.91,64,100,1.99
275,Sao Filipe,CV,2022-01-21 21:13:40,14.8961,-24.4956,73.22,78,94,6.76
276,Chigorodo,CO,2022-01-21 21:13:40,7.6664,-76.6811,84.67,74,74,3.62
277,Red Deer,CA,2022-01-21 21:09:10,52.2668,-113.802,25.77,90,100,1.5
278,Dali,CN,2022-01-21 21:13:40,25.7,100.1833,35.46,90,15,3.02
279,Carnduff,CA,2022-01-21 21:13:41,49.1667,-101.8009,19.38,80,56,20.2
280,Thenzawl,IN,2022-01-21 21:13:41,23.3167,92.75,46.53,81,36,2.64
281,Camacha,PT,2022-01-21 21:13:41,33.0833,-16.3333,62.53,82,40,24.16
282,Praia,CV,2022-01-21 21:13:41,14.9215,-23.5087,72.14,83,75,13.8
283,Carballo,ES,2022-01-21 21:13:42,43.213,-8.691,48.0,68,0,9.4
284,Farafangana,MG,2022-01-21 21:13:42,-22.8167,47.8333,74.5,88,94,4.43
285,Puerto Leguizamo,CO,2022-01-21 21:13:42,-0.1934,-74.7819,83.25,73,66,2.15
286,Sanmenxia,CN,2022-01-21 21:13:43,34.7747,111.1814,24.96,88,72,6.71
287,Souillac,MU,2022-01-21 21:13:43,-20.5167,57.5167,82.78,89,40,18.41
288,Namibe,AO,2022-01-21 21:13:43,-15.1961,12.1522,71.53,81,95,7.45
289,Denpasar,ID,2022-01-21 21:11:51,-8.65,115.2167,80.26,88,75,6.91
290,Acopiara,BR,2022-01-21 21:11:55,-6.0953,-39.4525,81.03,61,73,4.32
291,Baiyin,CN,2022-01-21 21:13:44,36.5583,104.2081,26.51,58,49,1.07
292,Georgetown,MY,2022-01-21 21:13:07,5.4112,100.3354,79.9,85,20,0.0
293,Flin Flon,CA,2022-01-21 21:13:44,54.7682,-101.865,-2.36,60,75,17.27
294,San Luis,AR,2022-01-21 21:11:19,-33.295,-66.3356,85.06,51,42,11.03
295,Amarillo,US,2022-01-21 21:11:42,35.222,-101.8313,50.41,40,0,8.99
296,Santa Cruz,BO,2022-01-21 21:10:05,-17.8,-63.1667,85.46,61,40,16.11
297,Honningsvag,NO,2022-01-21 21:13:45,70.9821,25.9704,20.73,71,95,17.81
298,Severomuysk,RU,2022-01-21 21:13:45,56.1481,113.4267,-10.32,77,69,2.08
299,Martapura,ID,2022-01-21 21:13:45,-3.4167,114.85,73.49,100,100,3.44
300,Fairbanks,US,2022-01-21 21:10:23,64.8378,-147.7164,15.8,78,75,10.36
301,Aklavik,CA,2022-01-21 21:04:35,68.2191,-135.0107,-25.38,92,8,13.2
302,Qeshm,IR,2022-01-21 21:13:46,26.9581,56.2719,53.47,35,0,9.57
303,Henties Bay,NA,2022-01-21 21:13:46,-22.116,14.2845,71.85,84,100,5.46
304,Kieta,PG,2022-01-21 21:13:46,-6.2167,155.6333,79.92,78,100,1.19
305,Jiuquan,CN,2022-01-21 21:13:47,39.7432,98.5174,22.5,46,46,5.91
306,Bouna,CI,2022-01-21 21:13:47,9.2667,-3.0,74.12,12,0,5.14
307,Kita,ML,2022-01-21 21:13:47,13.0349,-9.4895,76.71,15,97,6.11
308,Ancud,CL,2022-01-21 21:13:47,-41.8697,-73.8203,64.42,71,99,13.2
309,Gnjilane,XK,2022-01-21 21:13:48,42.4604,21.4699,26.92,78,62,3.62
310,Kailua,US,2022-01-21 21:13:48,21.4022,-157.7394,82.08,72,20,5.75
311,Cayenne,GF,2022-01-21 21:13:04,4.9333,-52.3333,77.04,91,0,4.0
312,Worgl,AT,2022-01-21 21:13:48,47.4833,12.0667,32.7,88,95,4.81
313,Quelimane,MZ,2022-01-21 21:13:49,-17.8786,36.8883,75.15,88,20,4.61
314,Coahuayana,MX,2022-01-21 21:13:49,18.7333,-103.6833,81.88,50,100,5.91
315,Cidreira,BR,2022-01-21 21:13:49,-30.1811,-50.2056,78.8,84,0,19.17
316,Punto Fijo,VE,2022-01-21 21:13:50,11.6956,-70.1996,81.32,63,6,29.37
317,Nanakuli,US,2022-01-21 21:14:50,21.3906,-158.1547,82.04,65,40,8.05
318,Fort Nelson,CA,2022-01-21 21:14:50,58.8053,-122.7002,0.99,78,100,3.44
319,Panubigan,PH,2022-01-21 21:14:50,7.4281,123.3466,76.68,80,72,3.0
320,Luanda,AO,2022-01-21 21:13:07,-8.8368,13.2343,77.0,78,0,10.36
321,Poronaysk,RU,2022-01-21 21:14:51,49.2167,143.1167,9.37,81,100,7.2
322,Tobane,BW,2022-01-21 21:14:51,-21.95,27.9,72.99,38,0,12.41
323,Sao Domingos,BR,2022-01-21 21:14:51,-13.3983,-46.3183,75.09,78,83,5.46
324,Bani Walid,LY,2022-01-21 21:14:52,31.7566,13.9942,52.11,50,86,5.46
325,Lima,PE,2022-01-21 21:14:52,-12.0432,-77.0282,73.13,69,20,3.0
326,Cherskiy,RU,2022-01-21 21:14:52,68.75,161.3,-49.18,100,80,4.07
327,Vikulovo,RU,2022-01-21 21:14:53,56.8167,70.6107,-9.98,100,71,5.1
328,Bull Savanna,JM,2022-01-21 21:14:53,17.8868,-77.5902,80.91,60,1,16.4
329,Alta Floresta,BR,2022-01-21 21:14:53,-9.8756,-56.0861,78.8,92,65,1.9
330,Saint-Pierre,RE,2022-01-21 21:13:54,-21.3393,55.4781,80.28,83,40,2.3
331,Vaitape,PF,2022-01-21 21:14:53,-16.5167,-151.75,80.89,76,100,14.12
332,Eureka,US,2022-01-21 21:14:54,40.8021,-124.1637,59.2,78,93,5.01
333,Porto Novo,BJ,2022-01-21 21:14:54,6.4965,2.6036,78.94,62,3,6.6
334,Russell,US,2022-01-21 21:14:54,32.3502,-85.1999,42.08,84,100,6.91
335,Antofagasta,CL,2022-01-21 21:14:50,-23.65,-70.4,71.22,60,27,10.13
336,Nome,US,2022-01-21 21:14:55,64.5011,-165.4064,23.07,80,100,18.41
337,Port Macquarie,AU,2022-01-21 21:14:55,-31.4333,152.9167,67.89,76,94,9.17
338,Bandrele,YT,2022-01-21 21:14:55,-12.9067,45.1914,80.35,78,0,11.5
339,Kyren,RU,2022-01-21 21:14:56,51.6828,102.1408,12.31,97,100,0.18
340,Alofi,NU,2022-01-21 21:14:56,-19.0595,-169.9187,81.37,74,71,17.34
341,Iquitos,PE,2022-01-21 21:14:56,-3.7481,-73.2472,87.84,58,40,5.75
342,Pangoa,PE,2022-01-21 21:14:57,-12.1167,-73.0,81.95,57,79,4.21
343,Inyonga,TZ,2022-01-21 21:14:57,-6.7167,32.0667,64.69,94,100,4.54
344,Atar,MR,2022-01-21 21:14:57,20.5169,-13.0499,78.28,18,100,8.88
345,Cockburn Town,TC,2022-01-21 21:10:34,21.4612,-71.1419,78.69,76,0,17.69
346,Longyearbyen,SJ,2022-01-21 21:14:54,78.2186,15.6401,24.64,74,75,16.11
347,Sisimiut,GL,2022-01-21 21:14:58,66.9395,-53.6735,12.79,86,100,14.54
348,Redmond,US,2022-01-21 21:11:46,47.674,-122.1215,49.98,82,88,1.99
349,Minna,NG,2022-01-21 21:14:58,9.6139,6.5569,79.93,18,11,8.43
350,San Andres,CO,2022-01-21 21:14:37,12.5847,-81.7006,84.22,70,40,16.11
351,Alekseyevsk,RU,2022-01-21 21:14:58,57.8406,108.3492,-1.88,100,92,1.7
352,Nicoya,CR,2022-01-21 21:14:59,10.1483,-85.452,90.95,51,95,7.05
353,Klaksvik,FO,2022-01-21 21:14:59,62.2266,-6.589,47.32,91,100,26.35
354,Paramirim,BR,2022-01-21 21:14:59,-13.4425,-42.2389,73.6,83,40,1.28
355,Buriti Dos Lopes,BR,2022-01-21 21:15:00,-3.175,-41.8669,83.95,88,78,5.48
356,Odweyne,SO,2022-01-21 21:15:00,9.4092,45.064,64.2,61,6,8.93
357,Axim,GH,2022-01-21 21:15:00,4.8699,-2.2405,79.56,76,10,6.53
358,Bereda,ES,2022-01-21 21:15:01,43.2686,-7.5406,45.91,81,3,8.86
359,Boo,SE,2022-01-21 21:15:01,59.3333,18.2833,29.77,67,0,9.22
360,Palauig,PH,2022-01-21 21:15:01,15.435,119.9045,77.02,76,7,5.64
361,Uribia,CO,2022-01-21 21:15:02,11.7139,-72.266,89.08,42,0,21.92
362,Iisalmi,FI,2022-01-21 21:15:02,63.5592,27.1907,24.82,90,75,9.17
363,Pangody,RU,2022-01-21 21:15:03,65.85,74.4859,-0.83,98,61,10.87
364,Arlit,NE,2022-01-21 21:16:03,18.7369,7.3853,62.71,16,0,9.04
365,Leningradskiy,RU,2022-01-21 21:16:03,69.3833,178.4167,-29.16,87,4,1.68
366,La Ronge,CA,2022-01-21 21:16:04,55.1001,-105.2842,-5.55,59,0,13.8
367,Krasnyy Chikoy,RU,2022-01-21 21:16:04,50.3643,108.7512,1.76,99,100,1.63
368,Vao,NC,2022-01-21 21:16:05,-22.6667,167.4833,78.28,87,99,12.86
369,The Valley,AI,2022-01-21 21:16:05,18.217,-63.0578,80.46,61,40,14.97
370,Wembley,AU,2022-01-21 21:16:05,-31.9333,115.8,80.8,42,0,12.66
371,Krasnovishersk,RU,2022-01-21 21:16:05,60.4078,57.082,11.55,97,100,5.19
372,Nishihara,JP,2022-01-21 21:16:06,26.1842,127.7558,60.08,67,40,3.44
373,Laguna,US,2022-01-21 21:16:06,38.421,-121.4238,69.64,38,0,7.0
374,Paamiut,GL,2022-01-21 21:14:54,61.994,-49.6678,8.85,74,100,12.12
375,Nelson Bay,AU,2022-01-21 21:16:06,-32.7167,152.15,73.99,76,86,1.99
376,Yarovoye,RU,2022-01-21 21:16:07,52.9273,78.58,-9.62,99,100,3.47
377,Newnan,US,2022-01-21 21:12:13,33.3807,-84.7997,38.28,89,100,5.75
378,Juxtlahuaca,MX,2022-01-21 21:16:08,17.4294,-99.1467,81.03,38,57,7.87
379,Adrar,MR,2022-01-21 21:16:08,20.5022,-10.0711,70.2,22,92,11.59
380,Shingu,JP,2022-01-21 21:16:08,33.7333,135.9833,30.78,74,28,6.02
381,Serdobsk,RU,2022-01-21 21:16:09,52.4586,44.2169,25.03,93,100,17.05
382,Narsaq,GL,2022-01-21 21:16:09,60.9167,-46.05,10.62,67,94,11.34
383,Batagay,RU,2022-01-21 21:16:09,67.6333,134.6333,-30.77,93,83,3.18
384,Rodrigues Alves,BR,2022-01-21 21:16:10,-7.738,-72.6509,86.2,63,55,3.15
385,Dongsheng,CN,2022-01-21 21:16:10,39.8161,109.9776,21.76,92,98,5.28
386,Sampang,ID,2022-01-21 21:16:10,-7.1872,113.2394,76.95,86,99,12.57
387,Sioux Lookout,CA,2022-01-21 21:14:17,50.1001,-91.917,12.58,73,100,13.8
388,Portland,US,2022-01-21 21:13:33,45.5234,-122.6762,48.51,87,100,3.0
389,Kovdor,RU,2022-01-21 21:16:11,67.5662,30.4758,0.36,99,66,2.77
390,Quesnel,CA,2022-01-21 21:16:11,52.9999,-122.5029,32.5,100,40,0.0
391,Katsuura,JP,2022-01-21 21:16:11,35.1333,140.3,37.51,45,0,5.3
392,Lashio,MM,2022-01-21 21:16:12,22.9333,97.75,47.28,97,26,1.63
393,Kangaatsiaq,GL,2022-01-21 21:16:12,68.3065,-53.4641,12.52,85,100,9.78
394,Chulman,RU,2022-01-21 21:16:12,56.8479,124.9104,-26.73,100,88,0.96
395,Thompson,CA,2022-01-21 21:16:13,55.7435,-97.8558,-3.84,71,100,20.71
396,Saint Anthony,US,2022-01-21 21:15:15,45.0205,-93.218,17.44,52,0,8.01
397,Hobyo,SO,2022-01-21 21:16:13,5.3505,48.5268,79.03,62,83,20.67
398,Joshimath,IN,2022-01-21 21:16:13,30.5667,79.5667,32.07,70,65,6.55
399,Pedras De Fogo,BR,2022-01-21 21:16:14,-7.4019,-35.1164,79.43,67,8,11.18
400,Brae,GB,2022-01-21 21:16:14,60.3964,-1.353,46.31,85,100,19.15
401,Salym,RU,2022-01-21 21:16:15,60.0625,71.4789,12.72,93,100,7.38
402,Watertown,US,2022-01-21 21:13:05,42.3709,-71.1828,22.6,46,0,3.0
403,Agadir,MA,2022-01-21 21:15:17,30.4202,-9.5982,64.85,35,100,4.65
404,Sijunjung,ID,2022-01-21 21:16:15,-0.6876,100.9537,70.41,98,83,0.96
405,Bambanglipuro,ID,2022-01-21 21:16:15,-7.95,110.2833,75.56,90,95,5.86
406,Port Lincoln,AU,2022-01-21 21:15:15,-34.7333,135.8667,68.65,97,100,20.02
407,Ratlam,IN,2022-01-21 21:16:16,23.3167,75.0667,65.05,71,41,12.26
408,Les Cayes,HT,2022-01-21 21:16:16,18.2,-73.75,81.5,64,11,11.05
409,Kencong,ID,2022-01-21 21:16:16,-8.2833,113.3667,74.35,92,100,1.95
410,Scarborough,GB,2022-01-21 21:13:37,54.2797,-0.4044,42.08,88,3,3.0
411,Kokopo,PG,2022-01-21 21:17:17,-4.352,152.2633,77.13,80,99,3.8
412,Kiryas Joel,US,2022-01-21 21:17:17,41.342,-74.1679,21.63,44,0,6.91
413,Merauke,ID,2022-01-21 21:17:17,-8.4667,140.3333,77.63,90,92,7.99
414,Mehran,IR,2022-01-21 21:17:18,33.1222,46.1646,33.28,49,0,11.23
415,Bitung,ID,2022-01-21 21:17:18,1.4451,125.1824,74.25,88,100,2.37
416,Meulaboh,ID,2022-01-21 21:17:18,4.1363,96.1285,74.59,89,44,4.79
417,Cravo Norte,CO,2022-01-21 21:17:19,6.3017,-70.2041,96.62,29,46,10.2
418,Lavrentiya,RU,2022-01-21 21:17:19,65.5833,-171.0,4.8,92,100,23.71
419,San Onofre,CO,2022-01-21 21:17:19,9.7359,-75.5263,84.7,71,18,11.45
420,Salinopolis,BR,2022-01-21 21:17:20,-0.6136,-47.3561,80.65,79,58,9.04
421,Gat,IL,2022-01-21 21:17:20,31.61,34.7642,51.4,64,74,1.5
422,Gazanjyk,TM,2022-01-21 21:17:21,39.2446,55.5154,34.39,78,9,6.35
423,Snezhnogorsk,RU,2022-01-21 21:17:21,69.1933,33.2531,-7.82,97,98,6.29
424,Hounde,BF,2022-01-21 21:17:21,11.5,-3.5167,75.22,14,14,7.92
425,Rio Bananal,BR,2022-01-21 21:17:22,-19.265,-40.3333,77.74,74,41,9.75
426,Bakchar,RU,2022-01-21 21:17:22,57.0186,82.0711,-1.71,100,100,2.44
427,Barra Do Garcas,BR,2022-01-21 21:17:22,-15.89,-52.2567,84.67,69,77,3.09
428,Baykit,RU,2022-01-21 21:15:01,61.67,96.37,-5.42,100,99,1.12
429,Alghero,IT,2022-01-21 21:17:23,40.5589,8.3181,46.99,93,20,0.0
430,Rapid Valley,US,2022-01-21 21:13:31,44.0625,-103.1463,46.38,42,0,4.0
431,Brownsville,US,2022-01-21 21:13:36,25.9018,-97.4975,41.11,75,100,5.01
432,Alta,NO,2022-01-21 21:16:44,69.9689,23.2717,16.86,73,0,9.22
433,Altay,CN,2022-01-21 21:17:23,47.8667,88.1167,6.08,68,7,6.96
434,Grand Gaube,MU,2022-01-21 21:17:24,-20.0064,57.6608,82.8,88,24,11.99
435,Visby,SE,2022-01-21 21:17:24,57.6409,18.296,32.22,69,75,25.32
436,Celestun,MX,2022-01-21 21:17:25,20.8667,-90.4,77.09,73,78,9.75
437,Georgiyevka,KZ,2022-01-21 21:17:25,43.0369,74.7114,24.84,93,73,4.47
438,Beinamar,TD,2022-01-21 21:17:25,8.6698,15.3813,74.84,23,100,4.79
439,Toora-Khem,RU,2022-01-21 21:17:26,52.4675,96.11,7.66,98,100,1.41
440,Mananjary,MG,2022-01-21 21:17:26,-21.2167,48.3333,74.57,90,74,6.04
441,Nanortalik,GL,2022-01-21 21:17:26,60.1432,-45.2371,15.71,67,65,6.76
442,Myingyan,MM,2022-01-21 21:17:26,21.4667,95.3833,62.01,75,1,3.6
443,Alyangula,AU,2022-01-21 21:17:27,-13.8483,136.4192,83.23,76,73,7.78
444,San Policarpo,PH,2022-01-21 21:17:27,12.1791,125.5072,77.77,83,100,15.43
445,Erenhot,CN,2022-01-21 21:17:27,43.6475,111.9767,14.34,96,97,3.13
446,San Quintin,MX,2022-01-21 21:17:28,30.4833,-115.95,65.34,46,0,11.95
447,Lamu,KE,2022-01-21 21:17:28,-2.2717,40.902,79.02,81,100,14.23
448,Bartica,GY,2022-01-21 21:17:28,6.4,-58.6167,79.12,97,75,4.47
449,Ossora,RU,2022-01-21 21:17:29,59.2353,163.0719,-6.21,100,99,3.76
450,Jacareacanga,BR,2022-01-21 21:17:29,-6.2222,-57.7528,82.58,75,98,1.86
451,Mandleshwar,IN,2022-01-21 21:17:29,22.1833,75.6667,68.61,63,2,3.36
452,Simao,CN,2022-01-21 21:17:29,22.7886,100.9748,46.31,98,5,0.85
453,Tucuman,AR,2022-01-21 21:15:38,-26.8241,-65.2226,91.4,66,75,10.36
454,Anito,PH,2022-01-21 21:17:30,12.4497,125.2886,75.78,90,90,11.72
455,Ayame,CI,2022-01-21 21:17:30,5.6083,-3.1563,75.94,80,14,3.98
456,Aykino,RU,2022-01-21 21:18:30,62.2248,49.9922,13.5,95,100,5.41
457,Berezovyy,RU,2022-01-21 21:18:31,51.6667,135.7,-15.72,96,7,3.4
458,Tura,IN,2022-01-21 21:18:31,25.5198,90.2201,53.58,82,10,2.71
459,Jinji,CN,2022-01-21 21:18:31,23.2281,110.8261,59.25,93,100,4.32
460,Adet,ET,2022-01-21 21:18:32,11.2644,37.4888,58.8,58,100,4.61
461,Belyy,RU,2022-01-21 21:18:32,55.8402,32.9419,13.84,97,99,5.08
462,Payette,US,2022-01-21 21:18:32,44.0782,-116.9338,41.95,75,0,3.44
463,Sorong,ID,2022-01-21 21:18:32,-0.8833,131.25,79.02,85,100,5.44
464,Moratuwa,LK,2022-01-21 21:18:33,6.773,79.8816,71.2,81,44,3.65
465,Whitehorse,CA,2022-01-21 21:15:15,60.7161,-135.0538,36.37,83,75,11.01
466,Upington,ZA,2022-01-21 21:18:33,-28.4478,21.2561,79.18,53,100,9.22
467,Adelaide,AU,2022-01-21 21:18:33,-34.9333,138.6,78.85,56,100,19.57
468,Sarany,RU,2022-01-21 21:18:34,58.5,58.8833,7.25,98,100,6.33
